,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond
1094,Attchd,1956.0,Fin,1,308,TA,TA
1095,Attchd,2006.0,RFn,2,440,TA,TA
1096,,,,0,0,,
1097,Attchd,1987.0,RFn,2,461,TA,TA
1098,Detchd,1936.0,Unf,1,240,TA,TA
1099,Attchd,1978.0,RFn,2,478,TA,TA
1100,Detchd,1930.0,Unf,1,246,TA,TA
1101,Detchd,1981.0,Unf,1,280,TA,TA
1102,Attchd,1960.0,RFn,1,254,TA,TA
1103,BuiltIn,1954.0,Fin,2,539,TA,TA
1104,Detchd,1970.0,Unf,2,440,TA,TA
1105,Attchd,1994.0,RFn,2,712,TA,TA
1106,Attchd,1990.0,Fin,2,719,TA,TA
1107,BuiltIn,2006.0,RFn,2,422,TA,TA
1108,Attchd,2000.0,RFn,2,463,TA,TA
1109,Attchd,2004.0,Fin,3,862,TA,TA
1110,Attchd,1995.0,Fin,2,431,TA,TA
1111,Attchd,1976.0,RFn,2,483,TA,TA
1112,Detchd,1957.0,Unf,1,308,TA,TA
1113,Attchd,1953.0,Unf,1,240,TA,TA
1114,Detchd,1955.0,Unf,1,326,TA,TA
1115,Attchd,2007.0,RFn,3,928,TA,TA
1116,BuiltIn,2002.0,Fin,2,527,TA,TA
1117,Attchd,1967.0,RFn,2,450,TA,TA
1118,BuiltIn,1958.0,RFn,1,300,TA,TA
1119,Attchd,1959.0,RFn,1,286,TA,TA
1120,Detchd,1920.0,Unf,1,308,TA,TA
1121,Attchd,2005.0,RFn,3,782,TA,TA
1122,Basment,1956.0,Unf,1,288,TA,TA
1123,,,,0,0,,
1124,Attchd,1992.0,Fin,2,392,TA,TA
1125,Detchd,1977.0,Unf,2,672,Fa,Fa
1126,Attchd,2007.0,Fin,3,660,TA,TA
1127,Attchd,2004.0,Fin,3,630,TA,TA
1128,BuiltIn,2004.0,Fin,2,434,TA,TA
1129,Detchd,1980.0,Unf,2,672,TA,TA
1130,Detchd,1981.0,Unf,2,576,TA,TA
1131,,,,0,0,,
1132,Detchd,1930.0,Unf,1,205,Fa,TA
1133,Attchd,1995.0,RFn,2,466,TA,TA
1134,Attchd,1997.0,Fin,2,460,TA,TA
1135,Detchd,1926.0,Unf,1,180,TA,TA
1136,Attchd,1950.0,Unf,1,288,TA,TA
1137,,,,0,0,,
1138,Attchd,1977.0,RFn,2,714,TA,TA
1139,Detchd,1972.0,Unf,2,495,TA,TA
1140,Detchd,1988.0,Unf,2,840,TA,TA
1141,Attchd,1976.0,Unf,2,484,TA,TA
1142,BuiltIn,2006.0,RFn,3,1052,TA,TA
1143,,,,0,0,,
1144,Detchd,1941.0,Unf,1,280,TA,TA
1145,Detchd,1928.0,Unf,1,225,TA,TA
1146,Attchd,1985.0,Unf,2,403,TA,TA
1147,Attchd,1941.0,Unf,1,234,TA,TA
1148,Detchd,1982.0,Unf,1,288,TA,TA
1149,Detchd,1930.0,Unf,2,324,TA,TA
1150,Attchd,1950.0,Unf,1,306,TA,TA
1151,Attchd,1959.0,Fin,2,528,TA,TA
1152,Attchd,1956.0,Fin,2,470,TA,TA
1153,Detchd,2002.0,Unf,1,432,TA,TA
1154,Attchd,1965.0,Unf,2,492,TA,TA
1155,Attchd,1976.0,RFn,2,528,TA,TA
1156,Attchd,1965.0,RFn,2,502,TA,TA
1157,Attchd,2008.0,RFn,2,626,TA,TA
1158,Attchd,2008.0,RFn,3,830,TA,TA
1159,Attchd,1974.0,RFn,2,540,Gd,TA
1160,Attchd,1978.0,Unf,2,440,TA,TA
1161,Detchd,1993.0,Unf,2,924,TA,TA
1162,Attchd,1968.0,Fin,2,450,TA,TA
1163,CarPort,1969.0,Unf,2,400,Fa,TA
1164,Attchd,1978.0,Unf,2,588,TA,TA
1165,Attchd,2009.0,RFn,2,644,TA,TA
1166,Attchd,2008.0,RFn,3,776,TA,TA
1167,Attchd,2000.0,Fin,2,472,TA,TA
1168,Basment,1935.0,Unf,2,540,TA,TA
1169,Attchd,1995.0,Fin,3,807,TA,TA
1170,Attchd,1977.0,Fin,1,358,TA,TA
1171,Attchd,1958.0,RFn,2,433,TA,TA
1172,Detchd,2006.0,Fin,2,625,TA,TA
1173,,,,0,0,,
1174,Detchd,1932.0,Unf,2,360,TA,TA
1175,Attchd,1992.0,Fin,2,541,TA,TA
1176,Attchd,1984.0,Unf,1,264,TA,TA
1177,Detchd,1926.0,Unf,1,210,TA,TA
1178,Detchd,1921.0,Unf,1,186,Fa,TA
1179,,,,0,0,,
1180,Attchd,1990.0,Fin,2,693,TA,TA
1181,Attchd,2008.0,Fin,2,482,TA,TA
1182,Attchd,1996.0,Fin,3,813,TA,TA
1183,Detchd,1970.0,Unf,2,720,TA,TA
1184,2Types,1963.0,RFn,3,995,TA,TA
1185,Attchd,1965.0,Unf,1,392,TA,TA
1186,CarPort,1920.0,Unf,2,420,Fa,Fa
1187,Attchd,1994.0,RFn,3,757,TA,TA
1188,Attchd,2002.0,RFn,2,493,TA,TA
1189,Attchd,1999.0,Fin,2,442,TA,TA
1190,2Types,1975.0,Fin,4,1356,TA,TA
1191,Detchd,1999.0,Unf,2,492,TA,TA
1192,Detchd,1925.0,Unf,1,250,TA,Fa
1193,Attchd,1999.0,Fin,2,402,TA,TA
1194,Attchd,1969.0,Fin,1,299,TA,TA
1195,Attchd,2005.0,Fin,2,400,TA,TA
1196,BuiltIn,2006.0,Fin,3,660,TA,TA
1197,Detchd,1916.0,Unf,1,225,TA,TA
1198,Attchd,2001.0,RFn,2,573,TA,TA
1199,Attchd,1974.0,Unf,2,459,TA,TA
1200,Attchd,1972.0,Unf,1,280,TA,TA
1201,Attchd,1998.0,RFn,2,546,TA,TA
1202,Detchd,1960.0,Unf,1,216,TA,TA
1203,Attchd,2000.0,Unf,2,451,TA,TA
1204,Attchd,1975.0,RFn,2,495,TA,TA
1205,Attchd,1990.0,RFn,3,701,TA,TA
1206,Detchd,1966.0,Unf,1,384,TA,TA
1207,Attchd,2003.0,RFn,2,544,TA,TA
1208,Detchd,1980.0,Unf,2,506,TA,TA
1209,Attchd,2006.0,RFn,2,500,TA,TA
1210,Attchd,1992.0,RFn,2,462,TA,TA
1211,Basment,1988.0,RFn,2,492,TA,TA
1212,Attchd,1941.0,Unf,1,234,TA,TA
1213,Attchd,1965.0,Unf,1,364,TA,TA
1214,Attchd,1962.0,Unf,1,300,TA,TA
1215,Detchd,1966.0,RFn,1,384,TA,TA
1216,Attchd,1978.0,Unf,2,539,TA,TA
1217,Attchd,2009.0,RFn,2,552,TA,TA
1218,,,,0,0,,
1219,,,,0,0,,
1220,Attchd,1964.0,Unf,1,288,TA,TA
1221,Attchd,1968.0,Unf,1,322,TA,TA
1222,Attchd,1949.0,Unf,1,315,TA,TA
1223,Detchd,1951.0,Unf,2,528,TA,TA
1224,Attchd,2004.0,Fin,2,388,TA,TA
1225,Attchd,1958.0,RFn,1,264,TA,TA
1226,BuiltIn,2007.0,Fin,3,668,TA,TA
1227,Detchd,1992.0,Unf,2,576,TA,TA
1228,Attchd,2008.0,Fin,3,1052,TA,TA
1229,Basment,1960.0,Unf,1,404,TA,TA
1230,BuiltIn,1977.0,RFn,2,600,TA,TA
1231,Attchd,1962.0,Unf,2,540,TA,TA
1232,CarPort,1962.0,Unf,2,462,TA,TA
1233,Attchd,1959.0,RFn,2,531,TA,TA
1234,,,,0,0,,
1235,Detchd,1914.0,Unf,1,180,Fa,Fa
1236,BuiltIn,2003.0,RFn,2,474,TA,TA
1237,BuiltIn,2004.0,Fin,2,434,TA,TA
1238,Detchd,2005.0,Unf,2,484,TA,TA
1239,Attchd,2006.0,RFn,2,472,TA,TA
1240,Attchd,2003.0,RFn,2,543,TA,TA
1241,Attchd,2007.0,RFn,3,954,TA,TA
1242,Attchd,1974.0,RFn,2,528,TA,TA
1243,Attchd,2006.0,Fin,3,850,TA,TA
1244,Detchd,1931.0,Unf,2,400,TA,TA
1245,BuiltIn,1984.0,Fin,2,477,TA,TA
1246,Attchd,2005.0,RFn,2,615,TA,TA
1247,Attchd,1976.0,Unf,3,888,TA,TA
1248,Detchd,1950.0,Unf,2,396,Fa,Fa
1249,Attchd,1950.0,Unf,1,276,TA,TA
1250,Attchd,1968.0,Fin,2,522,TA,TA
1251,Attchd,2003.0,RFn,2,478,TA,TA
1252,Attchd,1968.0,RFn,1,288,TA,TA
1253,Attchd,1974.0,RFn,2,518,TA,TA
1254,BuiltIn,2003.0,Fin,2,397,TA,TA
1255,Detchd,1978.0,Unf,1,560,TA,TA
1256,Attchd,1994.0,Fin,2,691,TA,TA
1257,,,,0,0,,
1258,Attchd,2005.0,Fin,2,400,TA,TA
1259,Attchd,1969.0,Unf,2,460,TA,TA
1260,BuiltIn,1999.0,Fin,2,502,TA,TA
1261,Attchd,1956.0,Unf,1,338,TA,TA
1262,Attchd,1957.0,Unf,1,304,TA,TA
1263,Detchd,1940.0,Unf,2,520,TA,TA
1264,Attchd,1998.0,Fin,2,511,TA,TA
1265,Detchd,1999.0,Unf,2,506,TA,TA
1266,Detchd,1960.0,Unf,1,308,TA,TA
1267,Attchd,2009.0,Fin,3,746,TA,TA
1268,BuiltIn,1982.0,Unf,3,1014,TA,TA
1269,Attchd,1958.0,Unf,1,315,TA,TA
1270,Attchd,1979.0,Fin,2,586,TA,TA
1271,Attchd,1968.0,RFn,2,462,TA,TA
1272,Attchd,1965.0,Unf,1,288,TA,TA
1273,Basment,1959.0,RFn,1,312,TA,TA
1274,Detchd,1985.0,Unf,2,552,TA,TA
1275,Detchd,1948.0,Unf,2,400,TA,Fa
1276,Attchd,1972.0,Unf,2,497,TA,TA
1277,Attchd,1967.0,RFn,2,480,TA,TA
1278,Attchd,2002.0,RFn,2,577,TA,TA
1279,Detchd,1980.0,RFn,2,528,TA,TA
1280,Attchd,2002.0,RFn,2,544,TA,TA
1281,Attchd,1990.0,Fin,2,484,Gd,Gd
1282,Detchd,1977.0,Unf,2,484,TA,TA
1283,,,,0,0,,
1284,Detchd,1969.0,Unf,1,336,TA,TA
1285,Detchd,1939.0,Unf,1,280,TA,TA
1286,Attchd,1963.0,Unf,2,528,TA,TA
1287,Attchd,1964.0,Unf,2,390,TA,TA
1288,Attchd,2000.0,Fin,2,499,TA,TA
1289,BuiltIn,2006.0,Fin,3,753,TA,TA
1290,Attchd,1964.0,RFn,2,484,TA,TA
1291,Detchd,1972.0,Unf,1,264,TA,TA
1292,Attchd,1985.0,RFn,1,432,TA,TA
1293,Attchd,1976.0,RFn,2,528,TA,TA
1294,Detchd,1957.0,Unf,2,572,TA,TA
1295,Attchd,1968.0,RFn,1,288,TA,TA
1296,Attchd,1963.0,RFn,2,525,TA,TA
1297,Basment,2005.0,Fin,2,525,TA,TA
1298,Attchd,2008.0,Fin,2,1418,TA,TA
1299,Attchd,1959.0,RFn,1,305,TA,TA
1300,Attchd,1999.0,Fin,2,490,TA,TA
1301,Attchd,1942.0,Unf,1,213,TA,TA
1302,Attchd,1994.0,RFn,3,844,TA,TA
1303,Attchd,2005.0,RFn,3,834,TA,TA
1304,Detchd,2004.0,Unf,2,380,TA,TA
1305,Attchd,2006.0,Fin,2,840,TA,TA
1306,Attchd,2005.0,RFn,2,474,TA,TA
1307,Detchd,2000.0,Unf,2,480,TA,TA
1308,Attchd,1948.0,Unf,2,528,TA,TA
1309,Attchd,1991.0,RFn,2,496,TA,TA
1310,Attchd,1959.0,Fin,2,567,TA,TA
1311,Attchd,2005.0,RFn,2,508,TA,TA
1312,Attchd,1990.0,RFn,2,750,Gd,Gd
1313,BuiltIn,1999.0,Fin,3,779,TA,TA
1314,Detchd,1956.0,Unf,1,280,TA,TA
1315,Attchd,1969.0,Unf,2,576,TA,TA
1316,Attchd,2008.0,RFn,3,860,TA,TA
1317,Attchd,2006.0,RFn,2,466,TA,TA
1318,Attchd,2001.0,RFn,3,748,TA,TA
1319,Attchd,1954.0,Unf,1,248,TA,TA
1320,Attchd,1957.0,RFn,2,442,TA,TA
1321,Detchd,1955.0,Unf,1,287,TA,Fa
1322,Attchd,1992.0,RFn,2,564,TA,TA
1323,,,,0,0,,
1324,Attchd,2007.0,RFn,3,895,TA,TA
1325,,,,0,0,,
1326,,,,0,0,,
1327,Attchd,1982.0,Unf,1,264,TA,TA
1328,Detchd,1920.0,Unf,2,520,Fa,TA
1329,Attchd,1998.0,Fin,2,462,TA,TA
1330,Attchd,2006.0,RFn,3,825,TA,TA
1331,Detchd,1976.0,Unf,2,576,TA,TA
1332,Detchd,1958.0,Unf,1,288,Fa,Fa
1333,Detchd,1951.0,Unf,1,297,TA,TA
1334,Attchd,1970.0,Unf,2,440,TA,TA
1335,Attchd,1977.0,RFn,2,630,TA,TA
1336,Detchd,1973.0,Unf,2,506,TA,TA
1337,,,,0,0,,
1338,BuiltIn,2002.0,RFn,2,492,TA,TA
1339,Attchd,1972.0,RFn,1,288,TA,TA
1340,Detchd,1974.0,Unf,4,480,TA,TA
1341,Detchd,2004.0,Unf,2,576,TA,TA
1342,Attchd,2002.0,RFn,2,647,TA,TA
1343,Detchd,1929.0,Unf,2,342,Fa,Fa
1344,Attchd,2006.0,Fin,2,440,TA,TA
1345,Detchd,1997.0,Unf,1,308,TA,TA
1346,Attchd,1968.0,RFn,2,508,Gd,TA
1347,Attchd,2006.0,Fin,3,712,TA,TA
1348,Attchd,1998.0,RFn,2,514,TA,TA
1349,,,,0,0,,
1350,Detchd,1969.0,Unf,4,968,TA,TA
1351,Attchd,1962.0,Fin,2,490,TA,TA
1352,Detchd,1999.0,Unf,2,624,TA,TA
1353,Attchd,1996.0,Fin,3,666,TA,TA
1354,Attchd,2000.0,RFn,3,839,TA,TA
1355,Attchd,1968.0,RFn,2,487,TA,TA
1356,Attchd,1966.0,RFn,1,264,TA,TA
1357,Attchd,1971.0,Fin,2,500,TA,TA
1358,Detchd,2000.0,Unf,2,440,TA,TA
1359,Attchd,2004.0,Fin,3,770,TA,TA
1360,BuiltIn,1998.0,RFn,2,621,TA,TA
1361,Attchd,2005.0,Fin,2,430,TA,TA
1362,Attchd,1920.0,Unf,1,368,TA,TA
1363,BuiltIn,2007.0,Fin,2,432,TA,TA
1364,Detchd,2005.0,RFn,2,480,TA,TA
1365,Attchd,2000.0,RFn,2,663,TA,TA
1366,Attchd,1999.0,RFn,2,588,TA,TA
1367,Attchd,1977.0,RFn,1,336,TA,TA
1368,Attchd,2003.0,Fin,2,420,TA,TA
1369,Attchd,2003.0,Fin,2,502,TA,TA
1370,Detchd,1967.0,Fin,1,338,TA,TA
1371,BuiltIn,1955.0,RFn,1,377,TA,TA
1372,Detchd,1998.0,RFn,2,583,TA,TA
1373,Attchd,2001.0,RFn,3,804,TA,TA
1374,Attchd,2005.0,Fin,3,936,TA,TA
1375,Attchd,2007.0,Fin,3,722,TA,TA
1376,Detchd,1925.0,Unf,1,160,Fa,TA
1377,Detchd,1977.0,Unf,2,660,TA,TA
1378,Detchd,1973.0,Unf,1,264,TA,TA
1379,BuiltIn,2007.0,Fin,2,400,TA,TA
1380,Detchd,1938.0,Unf,1,200,TA,Fa
1381,Attchd,1970.0,Fin,2,550,TA,TA
1382,Detchd,1989.0,Unf,2,576,TA,TA
1383,Attchd,2007.0,Unf,2,576,TA,TA
1384,Detchd,1939.0,Unf,1,280,TA,TA
1385,Detchd,1922.0,Unf,1,240,TA,TA
1386,Attchd,1978.0,RFn,2,564,TA,TA
1387,Detchd,1916.0,Unf,1,216,TA,TA
1388,Attchd,2006.0,Fin,3,758,TA,TA
1389,Detchd,2003.0,Unf,2,440,TA,TA
1390,Attchd,2000.0,RFn,2,541,TA,TA
1391,Detchd,1967.0,Unf,3,792,TA,TA
1392,Attchd,1967.0,RFn,1,288,TA,TA
1393,Detchd,2003.0,Unf,2,672,Gd,TA
1394,Attchd,2006.0,Fin,3,648,TA,TA
1395,BuiltIn,2005.0,Fin,3,642,TA,TA
1396,Detchd,1966.0,Unf,2,572,TA,TA
1397,Detchd,1933.0,Unf,1,180,Fa,Fa
1398,Attchd,1950.0,Unf,1,240,TA,TA
1399,Detchd,1925.0,Unf,1,216,Fa,TA
1400,BuiltIn,1929.0,RFn,1,208,TA,TA
1401,Attchd,2004.0,Fin,2,398,TA,TA
1402,Attchd,2006.0,RFn,2,662,TA,TA
1403,Attchd,2007.0,Unf,3,754,TA,TA
1404,Detchd,1998.0,Unf,3,936,TA,TA
1405,Attchd,2004.0,Fin,2,482,TA,TA
1406,Detchd,1988.0,Unf,2,396,TA,TA
1407,,,,0,0,,
1408,Detchd,1966.0,Unf,2,528,TA,TA
1409,Attchd,1986.0,Fin,2,542,TA,TA
1410,Attchd,2001.0,RFn,2,622,TA,TA
1411,Attchd,1950.0,Unf,1,271,TA,TA
1412,Detchd,1956.0,Unf,2,420,TA,TA
1413,Attchd,2005.0,Fin,2,620,TA,TA
1414,Detchd,1922.0,Unf,2,370,TA,TA
1415,Attchd,2007.0,RFn,3,660,TA,TA
1416,Detchd,1971.0,Unf,2,560,TA,TA
1417,Attchd,1998.0,Fin,3,1069,TA,TA
1418,Detchd,1962.0,Unf,1,336,TA,TA
1419,Attchd,1969.0,RFn,2,540,TA,TA
1420,Attchd,1968.0,RFn,2,776,TA,TA
1421,Attchd,1977.0,RFn,2,440,TA,TA
1422,Attchd,2003.0,Fin,2,420,TA,TA
1423,Attchd,1966.0,Unf,2,432,Gd,Gd
1424,Detchd,1970.0,Unf,1,484,TA,TA
1425,Detchd,1960.0,Unf,2,528,TA,TA
1426,Attchd,1994.0,RFn,2,525,TA,TA
1427,Attchd,1962.0,Unf,1,288,TA,TA
1428,Attchd,1940.0,Unf,1,240,TA,TA
1429,Attchd,1981.0,Fin,2,467,TA,TA
1430,BuiltIn,2005.0,Fin,2,372,TA,TA
1431,Attchd,1976.0,RFn,2,440,TA,TA
1432,Detchd,1928.0,Unf,1,216,Fa,Fa
1433,Attchd,2000.0,Fin,2,451,TA,TA
1434,Attchd,1977.0,RFn,2,484,TA,TA
1435,Attchd,1962.0,RFn,2,462,TA,TA
1436,Detchd,1974.0,Unf,2,528,TA,TA
1437,Attchd,2008.0,Fin,3,774,TA,TA
1438,Attchd,1957.0,Unf,2,923,TA,TA
1439,Attchd,1979.0,RFn,2,550,TA,TA
1440,Detchd,1993.0,Fin,2,672,TA,TA
1441,Attchd,2004.0,RFn,2,420,TA,TA
1442,Attchd,2008.0,Fin,3,812,TA,TA
1443,Detchd,1916.0,Unf,1,192,Fa,Po
1444,Attchd,2004.0,RFn,2,626,TA,TA
1445,Detchd,1990.0,Unf,1,240,TA,TA
1446,Attchd,1962.0,Unf,1,312,TA,TA
1447,Attchd,1995.0,RFn,2,556,TA,TA
1448,Detchd,1950.0,Unf,1,384,Fa,TA
1449,,,,0,0,,
1450,,,,0,0,,
1451,Attchd,2008.0,Fin,3,840,TA,TA
1452,Basment,2005.0,Fin,2,525,TA,TA
1453,,,,0,0,,
1454,Attchd,2004.0,RFn,2,400,TA,TA
1455,Attchd,1999.0,RFn,2,460,TA,TA
1456,Attchd,1978.0,Unf,2,500,TA,TA
1457,Attchd,1941.0,RFn,1,252,TA,TA
1458,Attchd,1950.0,Unf,1,240,TA,TA
1459,Attchd,1965.0,Fin,1,276,TA,TA
